estado,partido,votos,eleicao,ano
Acre,PS,NA,Camara dos Deputados 1990,1990
Amazonas,PS,NA,Camara dos Deputados 1990,1990
Roraima,PS,NA,Camara dos Deputados 1990,1990
Pará,PS,NA,Camara dos Deputados 1990,1990
Amapá,PS,NA,Camara dos Deputados 1990,1990
Tocantins,PS,NA,Camara dos Deputados 1990,1990
Maranhão,PS,NA,Camara dos Deputados 1990,1990
Piauí,PS,NA,Camara dos Deputados 1990,1990
Ceará,PS,NA,Camara dos Deputados 1990,1990
R. G. do Norte,PS,NA,Camara dos Deputados 1990,1990
Paraíba,PS,NA,Camara dos Deputados 1990,1990
Pernambuco,PS,1829,Camara dos Deputados 1990,1990
Alagoas,PS,NA,Camara dos Deputados 1990,1990
Sergipe,PS,NA,Camara dos Deputados 1990,1990
Bahia,PS,NA,Camara dos Deputados 1990,1990
Minas Gerais,PS,NA,Camara dos Deputados 1990,1990
Espírito Santo,PS,NA,Camara dos Deputados 1990,1990
Rio de Janeiro,PS,NA,Camara dos Deputados 1990,1990
São Paulo,PS,NA,Camara dos Deputados 1990,1990
Paraná,PS,NA,Camara dos Deputados 1990,1990
Santa Catarina,PS,NA,Camara dos Deputados 1990,1990
R. G. do Sul,PS,NA,Camara dos Deputados 1990,1990
M. G. do Sul,PS,NA,Camara dos Deputados 1990,1990
Mato Grosso,PS,NA,Camara dos Deputados 1990,1990
Goiás,PS,NA,Camara dos Deputados 1990,1990
Distrito Federal,PS,445,Camara dos Deputados 1990,1990
Rondônia,PEB,NA,Camara dos Deputados 1990,1990
Acre,PEB,NA,Camara dos Deputados 1990,1990
Amazonas,PEB,NA,Camara dos Deputados 1990,1990
Roraima,PEB,NA,Camara dos Deputados 1990,1990
Pará,PEB,NA,Camara dos Deputados 1990,1990
Amapá,PEB,NA,Camara dos Deputados 1990,1990
Tocantins,PEB,NA,Camara dos Deputados 1990,1990
Maranhão,PEB,NA,Camara dos Deputados 1990,1990
Piauí,PEB,NA,Camara dos Deputados 1990,1990
Ceará,PEB,NA,Camara dos Deputados 1990,1990
R. G. do Norte,PEB,NA,Camara dos Deputados 1990,1990
Paraíba,PEB,NA,Camara dos Deputados 1990,1990
Pernambuco,PEB,NA,Camara dos Deputados 1990,1990
Alagoas,PEB,NA,Camara dos Deputados 1990,1990
Sergipe,PEB,NA,Camara dos Deputados 1990,1990
Bahia,PEB,NA,Camara dos Deputados 1990,1990
Minas Gerais,PEB,NA,Camara dos Deputados 1990,1990
Espírito Santo,PEB,NA,Camara dos Deputados 1990,1990
Rio de Janeiro,PEB,NA,Camara dos Deputados 1990,1990
São Paulo,PEB,NA,Camara dos Deputados 1990,1990
Paraná,PEB,NA,Camara dos Deputados 1990,1990
Santa Catarina,PEB,NA,Camara dos Deputados 1990,1990
R. G. do Sul,PEB,NA,Camara dos Deputados 1990,1990
M. G. do Sul,PEB,NA,Camara dos Deputados 1990,1990
Mato Grosso,PEB,NA,Camara dos Deputados 1990,1990
Goiás,PEB,NA,Camara dos Deputados 1990,1990
Distrito Federal,PEB,638,Camara dos Deputados 1990,1990
Rondônia,PBM,NA,Camara dos Deputados 1990,1990
Acre,PBM,NA,Camara dos Deputados 1990,1990
Amazonas,PBM,NA,Camara dos Deputados 1990,1990
Roraima,PBM,NA,Camara dos Deputados 1990,1990
Pará,PBM,NA,Camara dos Deputados 1990,1990
Amapá,PBM,NA,Camara dos Deputados 1990,1990
Tocantins,PBM,NA,Camara dos Deputados 1990,1990
Maranhão,PBM,NA,Camara dos Deputados 1990,1990
Piauí,PBM,NA,Camara dos Deputados 1990,1990
Ceará,PBM,NA,Camara dos Deputados 1990,1990
R. G. do Norte,PBM,NA,Camara dos Deputados 1990,1990
Paraíba,PBM,NA,Camara dos Deputados 1990,1990
Pernambuco,PBM,NA,Camara dos Deputados 1990,1990
Alagoas,PBM,NA,Camara dos Deputados 1990,1990
Sergipe,PBM,NA,Camara dos Deputados 1990,1990
Bahia,PBM,NA,Camara dos Deputados 1990,1990
Minas Gerais,PBM,NA,Camara dos Deputados 1990,1990
Espírito Santo,PBM,NA,Camara dos Deputados 1990,1990
Rio de Janeiro,PBM,NA,Camara dos Deputados 1990,1990
São Paulo,PBM,NA,Camara dos Deputados 1990,1990
Paraná,PBM,NA,Camara dos Deputados 1990,1990
Santa Catarina,PBM,NA,Camara dos Deputados 1990,1990
R. G. do Sul,PBM,NA,Camara dos Deputados 1990,1990
M. G. do Sul,PBM,NA,Camara dos Deputados 1990,1990
Mato Grosso,PBM,NA,Camara dos Deputados 1990,1990
Goiás,PBM,NA,Camara dos Deputados 1990,1990
Distrito Federal,PBM,194,Camara dos Deputados 1990,1990
Rondônia,PMDB,18490,Camara dos Deputados 1994,1994
Acre,PMDB,53889,Camara dos Deputados 1994,1994
Amazonas,PMDB,165427,Camara dos Deputados 1994,1994
Roraima,PMDB,2454,Camara dos Deputados 1994,1994
Pará,PMDB,403815,Camara dos Deputados 1994,1994
Amapá,PMDB,15594,Camara dos Deputados 1994,1994
Tocantins,PMDB,84640,Camara dos Deputados 1994,1994
Maranhão,PMDB,250649,Camara dos Deputados 1994,1994
Piauí,PMDB,139327,Camara dos Deputados 1994,1994
Ceará,PMDB,437829,Camara dos Deputados 1994,1994
R. G. do Norte,PMDB,166097,Camara dos Deputados 1994,1994
Paraíba,PMDB,483803,Camara dos Deputados 1994,1994
Pernambuco,PMDB,42498,Camara dos Deputados 1994,1994
Alagoas,PMDB,93603,Camara dos Deputados 1994,1994
Sergipe,PMDB,99232,Camara dos Deputados 1994,1994
Bahia,PMDB,401763,Camara dos Deputados 1994,1994
Minas Gerais,PMDB,968924,Camara dos Deputados 1994,1994
Espírito Santo,PMDB,226707,Camara dos Deputados 1994,1994
Rio de Janeiro,PMDB,378616,Camara dos Deputados 1994,1994
São Paulo,PMDB,2200842,Camara dos Deputados 1994,1994
Paraná,PMDB,426616,Camara dos Deputados 1994,1994
Santa Catarina,PMDB,509651,Camara dos Deputados 1994,1994
R. G. do Sul,PMDB,864399,Camara dos Deputados 1994,1994
M. G. do Sul,PMDB,208230,Camara dos Deputados 1994,1994
Mato Grosso,PMDB,74061,Camara dos Deputados 1994,1994
Goiás,PMDB,473188,Camara dos Deputados 1994,1994
Distrito Federal,PMDB,13207,Camara dos Deputados 1994,1994
Rondônia,PSDB,70182,Camara dos Deputados 1994,1994
Acre,PSDB,1782,Camara dos Deputados 1994,1994
Amazonas,PSDB,70600,Camara dos Deputados 1994,1994
Roraima,PSDB,6436,Camara dos Deputados 1994,1994
Pará,PSDB,32250,Camara dos Deputados 1994,1994
Amapá,PSDB,1716,Camara dos Deputados 1994,1994
Tocantins,PSDB,9041,Camara dos Deputados 1994,1994
Maranhão,PSDB,77336,Camara dos Deputados 1994,1994
Piauí,PSDB,11925,Camara dos Deputados 1994,1994
Ceará,PSDB,910649,Camara dos Deputados 1994,1994
R. G. do Norte,PSDB,118941,Camara dos Deputados 1994,1994
Paraíba,PSDB,22337,Camara dos Deputados 1994,1994
Pernambuco,PSDB,95162,Camara dos Deputados 1994,1994
Alagoas,PSDB,63485,Camara dos Deputados 1994,1994
Sergipe,PSDB,28682,Camara dos Deputados 1994,1994
Bahia,PSDB,296487,Camara dos Deputados 1994,1994
Minas Gerais,PSDB,853258,Camara dos Deputados 1994,1994
Espírito Santo,PSDB,141906,Camara dos Deputados 1994,1994
Rio de Janeiro,PSDB,615439,Camara dos Deputados 1994,1994
São Paulo,PSDB,2228334,Camara dos Deputados 1994,1994
Paraná,PSDB,179125,Camara dos Deputados 1994,1994
Santa Catarina,PSDB,34923,Camara dos Deputados 1994,1994
R. G. do Sul,PSDB,240002,Camara dos Deputados 1994,1994
M. G. do Sul,PSDB,50853,Camara dos Deputados 1994,1994
Mato Grosso,PSDB,120303,Camara dos Deputados 1994,1994
Goiás,PSDB,64798,Camara dos Deputados 1994,1994
Distrito Federal,PSDB,27951,Camara dos Deputados 1994,1994
Rondônia,PFL,11139,Camara dos Deputados 1994,1994
Acre,PFL,574,Camara dos Deputados 1994,1994
Amazonas,PFL,64394,Camara dos Deputados 1994,1994
Roraima,PFL,7567,Camara dos Deputados 1994,1994
Pará,PFL,51109,Camara dos Deputados 1994,1994
Amapá,PFL,32870,Camara dos Deputados 1994,1994
Tocantins,PFL,46489,Camara dos Deputados 1994,1994
Maranhão,PFL,336534,Camara dos Deputados 1994,1994
Piauí,PFL,292505,Camara dos Deputados 1994,1994
Ceará,PFL,125587,Camara dos Deputados 1994,1994
R. G. do Norte,PFL,327665,Camara dos Deputados 1994,1994
Paraíba,PFL,184545,Camara dos Deputados 1994,1994
Pernambuco,PFL,779194,Camara dos Deputados 1994,1994
Alagoas,PFL,35967,Camara dos Deputados 1994,1994
Sergipe,PFL,75550,Camara dos Deputados 1994,1994
Bahia,PFL,1026574,Camara dos Deputados 1994,1994
Minas Gerais,PFL,709770,Camara dos Deputados 1994,1994
Espírito Santo,PFL,472,Camara dos Deputados 1994,1994
Rio de Janeiro,PFL,206484,Camara dos Deputados 1994,1994
São Paulo,PFL,456019,Camara dos Deputados 1994,1994
Paraná,PFL,390319,Camara dos Deputados 1994,1994
Santa Catarina,PFL,302865,Camara dos Deputados 1994,1994
R. G. do Sul,PFL,84160,Camara dos Deputados 1994,1994
M. G. do Sul,PFL,99894,Camara dos Deputados 1994,1994
Mato Grosso,PFL,49833,Camara dos Deputados 1994,1994
Goiás,PFL,78637,Camara dos Deputados 1994,1994
Distrito Federal,PFL,54200,Camara dos Deputados 1994,1994
Rondônia,PT,34070,Camara dos Deputados 1994,1994
Acre,PT,7245,Camara dos Deputados 1994,1994
Amazonas,PT,13596,Camara dos Deputados 1994,1994
Roraima,PT,1082,Camara dos Deputados 1994,1994
Pará,PT,136313,Camara dos Deputados 1994,1994
Amapá,PT,8252,Camara dos Deputados 1994,1994
Tocantins,PT,8244,Camara dos Deputados 1994,1994
Maranhão,PT,78621,Camara dos Deputados 1994,1994
Piauí,PT,60638,Camara dos Deputados 1994,1994
Ceará,PT,90355,Camara dos Deputados 1994,1994
R. G. do Norte,PT,46190,Camara dos Deputados 1994,1994
Paraíba,PT,43490,Camara dos Deputados 1994,1994
Pernambuco,PT,172470,Camara dos Deputados 1994,1994
Alagoas,PT,16682,Camara dos Deputados 1994,1994
Sergipe,PT,33334,Camara dos Deputados 1994,1994
Bahia,PT,240431,Camara dos Deputados 1994,1994
Minas Gerais,PT,619616,Camara dos Deputados 1994,1994
Espírito Santo,PT,98615,Camara dos Deputados 1994,1994
Rio de Janeiro,PT,473443,Camara dos Deputados 1994,1994
São Paulo,PT,2203758,Camara dos Deputados 1994,1994
Paraná,PT,349760,Camara dos Deputados 1994,1994
Santa Catarina,PT,154945,Camara dos Deputados 1994,1994
R. G. do Sul,PT,675911,Camara dos Deputados 1994,1994
M. G. do Sul,PT,55985,Camara dos Deputados 1994,1994
Mato Grosso,PT,32021,Camara dos Deputados 1994,1994
Goiás,PT,123088,Camara dos Deputados 1994,1994
Distrito Federal,PT,181699,Camara dos Deputados 1994,1994
Rondônia,PPR,5573,Camara dos Deputados 1994,1994
Acre,PPR,49076,Camara dos Deputados 1994,1994
Amazonas,PPR,133531,Camara dos Deputados 1994,1994
Roraima,PPR,10664,Camara dos Deputados 1994,1994
Pará,PPR,216289,Camara dos Deputados 1994,1994
Amapá,PPR,5578,Camara dos Deputados 1994,1994
Tocantins,PPR,102826,Camara dos Deputados 1994,1994
Maranhão,PPR,46776,Camara dos Deputados 1994,1994
Piauí,PPR,160365,Camara dos Deputados 1994,1994
Ceará,PPR,44311,Camara dos Deputados 1994,1994
R. G. do Norte,PPR,4997,Camara dos Deputados 1994,1994
Paraíba,PPR,59471,Camara dos Deputados 1994,1994
Pernambuco,PPR,5407,Camara dos Deputados 1994,1994
Alagoas,PPR,39799,Camara dos Deputados 1994,1994
Sergipe,PPR,76347,Camara dos Deputados 1994,1994
Bahia,PPR,83063,Camara dos Deputados 1994,1994
Minas Gerais,PPR,135659,Camara dos Deputados 1994,1994
Espírito Santo,PPR,9627,Camara dos Deputados 1994,1994
Rio de Janeiro,PPR,586266,Camara dos Deputados 1994,1994
São Paulo,PPR,1029448,Camara dos Deputados 1994,1994
Paraná,PPR,152940,Camara dos Deputados 1994,1994
Santa Catarina,PPR,365545,Camara dos Deputados 1994,1994
R. G. do Sul,PPR,669667,Camara dos Deputados 1994,1994
M. G. do Sul,PPR,317,Camara dos Deputados 1994,1994
Mato Grosso,PPR,32516,Camara dos Deputados 1994,1994
Goiás,PPR,165350,Camara dos Deputados 1994,1994
Distrito Federal,PPR,10155,Camara dos Deputados 1994,1994
Rondônia,PDT,14878,Camara dos Deputados 1994,1994
Acre,PDT,2285,Camara dos Deputados 1994,1994
Amazonas,PDT,15617,Camara dos Deputados 1994,1994
Roraima,PDT,2129,Camara dos Deputados 1994,1994
Pará,PDT,43352,Camara dos Deputados 1994,1994
Amapá,PDT,6023,Camara dos Deputados 1994,1994
Tocantins,PDT,153,Camara dos Deputados 1994,1994
Maranhão,PDT,76701,Camara dos Deputados 1994,1994
Piauí,PDT,2042,Camara dos Deputados 1994,1994
Ceará,PDT,51700,Camara dos Deputados 1994,1994
R. G. do Norte,PDT,11592,Camara dos Deputados 1994,1994
Paraíba,PDT,108e3,Camara dos Deputados 1994,1994
Pernambuco,PDT,91949,Camara dos Deputados 1994,1994
Alagoas,PDT,1325,Camara dos Deputados 1994,1994
Sergipe,PDT,45072,Camara dos Deputados 1994,1994
Bahia,PDT,172556,Camara dos Deputados 1994,1994
Minas Gerais,PDT,173574,Camara dos Deputados 1994,1994
Espírito Santo,PDT,134776,Camara dos Deputados 1994,1994
Rio de Janeiro,PDT,813331,Camara dos Deputados 1994,1994
São Paulo,PDT,271492,Camara dos Deputados 1994,1994
Paraná,PDT,369746,Camara dos Deputados 1994,1994
Santa Catarina,PDT,154708,Camara dos Deputados 1994,1994
R. G. do Sul,PDT,539646,Camara dos Deputados 1994,1994
M. G. do Sul,PDT,61052,Camara dos Deputados 1994,1994
Mato Grosso,PDT,55308,Camara dos Deputados 1994,1994
Goiás,PDT,5238,Camara dos Deputados 1994,1994
Distrito Federal,PDT,13044,Camara dos Deputados 1994,1994
Rondônia,PP,61111,Camara dos Deputados 1994,1994
Acre,PP,7605,Camara dos Deputados 1994,1994
Amazonas,PP,45195,Camara dos Deputados 1994,1994
Roraima,PP,1763,Camara dos Deputados 1994,1994
Pará,PP,46629,Camara dos Deputados 1994,1994
Amapá,PP,7904,Camara dos Deputados 1994,1994
Tocantins,PP,46905,Camara dos Deputados 1994,1994
Maranhão,PP,85786,Camara dos Deputados 1994,1994
Piauí,PP,75072,Camara dos Deputados 1994,1994
Ceará,PP,139365,Camara dos Deputados 1994,1994
R. G. do Norte,PP,12,Camara dos Deputados 1994,1994
Paraíba,PP,70,Camara dos Deputados 1994,1994
Pernambuco,PP,36702,Camara dos Deputados 1994,1994
Alagoas,PP,91880,Camara dos Deputados 1994,1994
Sergipe,PP,25338,Camara dos Deputados 1994,1994
Bahia,PP,102879,Camara dos Deputados 1994,1994
Minas Gerais,PP,685182,Camara dos Deputados 1994,1994
Espírito Santo,PP,18477,Camara dos Deputados 1994,1994
Rio de Janeiro,PP,381254,Camara dos Deputados 1994,1994
São Paulo,PP,278324,Camara dos Deputados 1994,1994
Paraná,PP,485170,Camara dos Deputados 1994,1994
Santa Catarina,PP,NA,Camara dos Deputados 1994,1994
R. G. do Sul,PP,24560,Camara dos Deputados 1994,1994
M. G. do Sul,PP,27421,Camara dos Deputados 1994,1994
Mato Grosso,PP,41,Camara dos Deputados 1994,1994
Goiás,PP,204546,Camara dos Deputados 1994,1994
Distrito Federal,PP,190504,Camara dos Deputados 1994,1994
Rondônia,PTB,15448,Camara dos Deputados 1994,1994
Acre,PTB,921,Camara dos Deputados 1994,1994
Amazonas,PTB,128,Camara dos Deputados 1994,1994
Roraima,PTB,35123,Camara dos Deputados 1994,1994
Pará,PTB,51224,Camara dos Deputados 1994,1994
Amapá,PTB,4963,Camara dos Deputados 1994,1994
Tocantins,PTB,2884,Camara dos Deputados 1994,1994
Maranhão,PTB,294,Camara dos Deputados 1994,1994
Piauí,PTB,23093,Camara dos Deputados 1994,1994
Ceará,PTB,3037,Camara dos Deputados 1994,1994
R. G. do Norte,PTB,106,Camara dos Deputados 1994,1994
Paraíba,PTB,33906,Camara dos Deputados 1994,1994
Pernambuco,PTB,19494,Camara dos Deputados 1994,1994
Alagoas,PTB,42086,Camara dos Deputados 1994,1994
Sergipe,PTB,1651,Camara dos Deputados 1994,1994
Bahia,PTB,136721,Camara dos Deputados 1994,1994
Minas Gerais,PTB,398126,Camara dos Deputados 1994,1994
Espírito Santo,PTB,101877,Camara dos Deputados 1994,1994
Rio de Janeiro,PTB,160529,Camara dos Deputados 1994,1994
São Paulo,PTB,505337,Camara dos Deputados 1994,1994
Paraná,PTB,332998,Camara dos Deputados 1994,1994
Santa Catarina,PTB,22857,Camara dos Deputados 1994,1994
R. G. do Sul,PTB,280974,Camara dos Deputados 1994,1994
M. G. do Sul,PTB,81992,Camara dos Deputados 1994,1994
Mato Grosso,PTB,77521,Camara dos Deputados 1994,1994
Goiás,PTB,43054,Camara dos Deputados 1994,1994
Distrito Federal,PTB,2464,Camara dos Deputados 1994,1994
Rondônia,PL,33128,Camara dos Deputados 1994,1994
Acre,PL,NA,Camara dos Deputados 1994,1994
Amazonas,PL,6790,Camara dos Deputados 1994,1994
Roraima,PL,1530,Camara dos Deputados 1994,1994
Pará,PL,1823,Camara dos Deputados 1994,1994
Amapá,PL,906,Camara dos Deputados 1994,1994
Tocantins,PL,NA,Camara dos Deputados 1994,1994
Maranhão,PL,1738,Camara dos Deputados 1994,1994
Piauí,PL,1248,Camara dos Deputados 1994,1994
Ceará,PL,3561,Camara dos Deputados 1994,1994
R. G. do Norte,PL,41548,Camara dos Deputados 1994,1994
Paraíba,PL,11791,Camara dos Deputados 1994,1994
Pernambuco,PL,17787,Camara dos Deputados 1994,1994
Alagoas,PL,13084,Camara dos Deputados 1994,1994
Sergipe,PL,1409,Camara dos Deputados 1994,1994
Bahia,PL,189861,Camara dos Deputados 1994,1994
Minas Gerais,PL,137460,Camara dos Deputados 1994,1994
Espírito Santo,PL,2232,Camara dos Deputados 1994,1994
Rio de Janeiro,PL,254260,Camara dos Deputados 1994,1994
São Paulo,PL,716940,Camara dos Deputados 1994,1994
Paraná,PL,16045,Camara dos Deputados 1994,1994
Santa Catarina,PL,16884,Camara dos Deputados 1994,1994
R. G. do Sul,PL,25529,Camara dos Deputados 1994,1994
M. G. do Sul,PL,60,Camara dos Deputados 1994,1994
Mato Grosso,PL,75771,Camara dos Deputados 1994,1994
Goiás,PL,13013,Camara dos Deputados 1994,1994
Distrito Federal,PL,7379,Camara dos Deputados 1994,1994
Rondônia,PSB,19036,Camara dos Deputados 1994,1994
Acre,PSB,207,Camara dos Deputados 1994,1994
Amazonas,PSB,2064,Camara dos Deputados 1994,1994
Roraima,PSB,695,Camara dos Deputados 1994,1994
Pará,PSB,18784,Camara dos Deputados 1994,1994
Amapá,PSB,9962,Camara dos Deputados 1994,1994
Tocantins,PSB,8,Camara dos Deputados 1994,1994
Maranhão,PSB,33638,Camara dos Deputados 1994,1994
Piauí,PSB,8645,Camara dos Deputados 1994,1994
Ceará,PSB,28040,Camara dos Deputados 1994,1994
R. G. do Norte,PSB,8691,Camara dos Deputados 1994,1994
Paraíba,PSB,1130,Camara dos Deputados 1994,1994
Pernambuco,PSB,462931,Camara dos Deputados 1994,1994
Alagoas,PSB,5141,Camara dos Deputados 1994,1994
Sergipe,PSB,1272,Camara dos Deputados 1994,1994
Bahia,PSB,69042,Camara dos Deputados 1994,1994
Minas Gerais,PSB,17478,Camara dos Deputados 1994,1994
Espírito Santo,PSB,60696,Camara dos Deputados 1994,1994
Rio de Janeiro,PSB,118421,Camara dos Deputados 1994,1994
São Paulo,PSB,77413,Camara dos Deputados 1994,1994
Paraná,PSB,6483,Camara dos Deputados 1994,1994
Santa Catarina,PSB,2659,Camara dos Deputados 1994,1994
R. G. do Sul,PSB,16195,Camara dos Deputados 1994,1994
M. G. do Sul,PSB,32,Camara dos Deputados 1994,1994
Mato Grosso,PSB,34,Camara dos Deputados 1994,1994
Goiás,PSB,3989,Camara dos Deputados 1994,1994
Distrito Federal,PSB,1852,Camara dos Deputados 1994,1994
Rondônia,PC do B,1119,Camara dos Deputados 1994,1994
Acre,PC do B,12905,Camara dos Deputados 1994,1994
Amazonas,PC do B,31792,Camara dos Deputados 1994,1994
Roraima,PC do B,NA,Camara dos Deputados 1994,1994
Pará,PC do B,24743,Camara dos Deputados 1994,1994
Amapá,PC do B,315,Camara dos Deputados 1994,1994
Tocantins,PC do B,4,Camara dos Deputados 1994,1994
Maranhão,PC do B,370,Camara dos Deputados 1994,1994
Piauí,PC do B,14534,Camara dos Deputados 1994,1994
Ceará,PC do B,91909,Camara dos Deputados 1994,1994
R. G. do Norte,PC do B,4982,Camara dos Deputados 1994,1994
Paraíba,PC do B,3248,Camara dos Deputados 1994,1994
Pernambuco,PC do B,12564,Camara dos Deputados 1994,1994
Alagoas,PC do B,3831,Camara dos Deputados 1994,1994
Sergipe,PC do B,7805,Camara dos Deputados 1994,1994
Bahia,PC do B,39581,Camara dos Deputados 1994,1994
Minas Gerais,PC do B,23968,Camara dos Deputados 1994,1994
Espírito Santo,PC do B,12966,Camara dos Deputados 1994,1994
Rio de Janeiro,PC do B,101803,Camara dos Deputados 1994,1994
São Paulo,PC do B,48649,Camara dos Deputados 1994,1994
Paraná,PC do B,35810,Camara dos Deputados 1994,1994
Santa Catarina,PC do B,17076,Camara dos Deputados 1994,1994
R. G. do Sul,PC do B,15467,Camara dos Deputados 1994,1994
M. G. do Sul,PC do B,2590,Camara dos Deputados 1994,1994
Mato Grosso,PC do B,67,Camara dos Deputados 1994,1994
Goiás,PC do B,29819,Camara dos Deputados 1994,1994
Distrito Federal,PC do B,24204,Camara dos Deputados 1994,1994
Rondônia,PSD,2282,Camara dos Deputados 1994,1994
Acre,PSD,NA,Camara dos Deputados 1994,1994
Amazonas,PSD,NA,Camara dos Deputados 1994,1994
Roraima,PSD,623,Camara dos Deputados 1994,1994
Pará,PSD,94,Camara dos Deputados 1994,1994
Amapá,PSD,3793,Camara dos Deputados 1994,1994
Tocantins,PSD,344,Camara dos Deputados 1994,1994
Maranhão,PSD,1152,Camara dos Deputados 1994,1994
Piauí,PSD,NA,Camara dos Deputados 1994,1994
Ceará,PSD,2487,Camara dos Deputados 1994,1994
R. G. do Norte,PSD,NA,Camara dos Deputados 1994,1994
Paraíba,PSD,19,Camara dos Deputados 1994,1994
Pernambuco,PSD,5109,Camara dos Deputados 1994,1994
Alagoas,PSD,43189,Camara dos Deputados 1994,1994
Sergipe,PSD,NA,Camara dos Deputados 1994,1994
Bahia,PSD,23264,Camara dos Deputados 1994,1994
Minas Gerais,PSD,27178,Camara dos Deputados 1994,1994
Espírito Santo,PSD,1382,Camara dos Deputados 1994,1994
Rio de Janeiro,PSD,100188,Camara dos Deputados 1994,1994
São Paulo,PSD,198584,Camara dos Deputados 1994,1994
Paraná,PSD,18918,Camara dos Deputados 1994,1994
Santa Catarina,PSD,7451,Camara dos Deputados 1994,1994
R. G. do Sul,PSD,NA,Camara dos Deputados 1994,1994
M. G. do Sul,PSD,60,Camara dos Deputados 1994,1994
Mato Grosso,PSD,NA,Camara dos Deputados 1994,1994
Goiás,PSD,247,Camara dos Deputados 1994,1994
Distrito Federal,PSD,1104,Camara dos Deputados 1994,1994
Rondônia,PRONA,1226,Camara dos Deputados 1994,1994
Acre,PRONA,59,Camara dos Deputados 1994,1994
Amazonas,PRONA,322,Camara dos Deputados 1994,1994
Roraima,PRONA,NA,Camara dos Deputados 1994,1994
Pará,PRONA,2571,Camara dos Deputados 1994,1994
Amapá,PRONA,253,Camara dos Deputados 1994,1994
Tocantins,PRONA,272,Camara dos Deputados 1994,1994
Maranhão,PRONA,NA,Camara dos Deputados 1994,1994
Piauí,PRONA,NA,Camara dos Deputados 1994,1994
Ceará,PRONA,3311,Camara dos Deputados 1994,1994
R. G. do Norte,PRONA,NA,Camara dos Deputados 1994,1994
Paraíba,PRONA,NA,Camara dos Deputados 1994,1994
Pernambuco,PRONA,NA,Camara dos Deputados 1994,1994
Alagoas,PRONA,NA,Camara dos Deputados 1994,1994
Sergipe,PRONA,NA,Camara dos Deputados 1994,1994
Bahia,PRONA,NA,Camara dos Deputados 1994,1994
Minas Gerais,PRONA,17738,Camara dos Deputados 1994,1994
Espírito Santo,PRONA,NA,Camara dos Deputados 1994,1994
Rio de Janeiro,PRONA,102123,Camara dos Deputados 1994,1994
São Paulo,PRONA,171421,Camara dos Deputados 1994,1994
Paraná,PRONA,11559,Camara dos Deputados 1994,1994
Santa Catarina,PRONA,5643,Camara dos Deputados 1994,1994
